Ax,Ay,Az,Amag
-1.42,-9.67,0.96,9.82
-1.46,-9.65,0.81,9.79
-1.37,-9.81,1.14,9.97
-1.39,-9.70,1.16,9.87
-1.40,-9.72,1.13,9.89
-1.46,-9.65,0.89,9.80
-1.40,-9.65,0.99,9.80
-1.42,-9.68,1.18,9.85
-1.40,-9.61,1.14,9.78
-1.38,-9.62,1.11,9.78
-1.40,-9.62,0.99,9.77
-1.39,-9.60,0.96,9.75
-1.36,-9.71,1.37,9.90
-1.38,-9.60,1.06,9.75
-1.42,-9.63,0.96,9.78
-1.37,-9.69,1.12,9.85
-1.35,-9.62,1.02,9.77
-1.36,-9.66,0.98,9.80
-1.30,-9.66,1.03,9.80
-1.33,-9.66,1.09,9.81
-1.37,-9.67,1.14,9.83
-1.35,-9.66,1.13,9.82
-1.38,-9.64,1.02,9.80
-1.43,-9.66,1.14,9.83
-1.40,-9.63,1.09,9.79
-1.37,-9.64,1.07,9.79
-1.39,-9.65,1.02,9.80
-1.42,-9.68,1.03,9.84
-1.40,-9.69,1.04,9.85
-1.41,-9.72,1.12,9.89
-1.40,-9.64,1.05,9.79
-1.39,-9.66,1.06,9.82
-1.38,-9.65,1.11,9.81
-1.39,-9.64,1.12,9.80
-1.38,-9.64,1.08,9.80
-1.36,-9.62,1.06,9.77
-1.34,-9.66,1.11,9.81
-1.32,-9.62,1.07,9.76
-1.36,-9.63,1.08,9.78
-1.34,-9.66,1.10,9.81
-1.37,-9.66,1.09,9.82
-1.39,-9.65,1.11,9.81
-1.38,-9.71,1.14,9.87
-1.40,-9.70,1.15,9.86
-1.38,-9.67,1.11,9.83
-1.38,-9.68,1.13,9.85
-1.37,-9.67,1.07,9.82
-1.39,-9.66,1.11,9.82
-1.39,-9.64,1.11,9.80
-1.40,-9.65,1.11,9.82
-1.37,-9.62,1.13,9.79
-1.36,-9.63,1.15,9.79
-1.34,-9.63,1.14,9.79
-1.36,-9.62,1.15,9.78
-1.36,-9.62,1.14,9.78
-1.36,-9.63,1.14,9.79
-1.38,-9.65,1.17,9.82
-1.39,-9.65,1.15,9.82
-1.39,-9.64,1.18,9.81
-1.38,-9.64,1.13,9.80
-1.35,-9.67,1.07,9.82
-1.39,-9.69,1.08,9.85
-1.45,-9.66,1.14,9.83
-1.49,-9.68,1.43,9.89
-1.51,-9.66,1.38,9.88
-1.35,-9.60,1.09,9.75
-1.34,-9.67,0.98,9.81
-1.34,-9.71,1.05,9.85
-1.35,-9.67,1.00,9.82
-1.39,-9.66,1.20,9.83
-1.40,-9.68,1.39,9.88
-1.43,-9.58,1.37,9.78
-1.42,-9.58,1.19,9.76
-1.44,-9.62,1.16,9.79
-1.36,-9.19,0.86,9.33
-1.47,-9.68,1.13,9.86
-1.35,-9.65,1.13,9.81
-1.36,-9.62,0.99,9.77
-1.37,-9.68,1.08,9.84
-1.40,-9.67,1.09,9.83
-1.42,-9.68,1.12,9.84
-1.43,-9.69,1.16,9.87
-1.43,-9.68,1.15,9.86
-1.41,-9.70,1.14,9.87
-1.45,-9.68,1.15,9.86
-1.42,-9.67,1.15,9.84
-1.43,-9.64,1.13,9.81
-1.43,-9.65,1.12,9.82
-1.42,-9.62,1.15,9.80
-1.40,-9.63,1.15,9.80
-1.42,-9.60,1.13,9.77
-1.38,-9.61,1.15,9.77
-1.39,-9.60,1.12,9.77
-1.40,-9.63,1.11,9.80
-1.41,-9.63,1.11,9.79
-1.40,-9.67,1.05,9.83
-1.42,-9.64,1.07,9.80
-1.40,-9.66,1.05,9.81
-1.41,-9.69,1.29,9.87
-1.41,-9.67,1.30,9.86
-1.35,-9.61,1.13,9.77
-1.40,-9.63,1.13,9.80
-1.42,-9.66,1.14,9.83
-1.42,-9.66,1.14,9.83
-1.39,-9.64,1.12,9.80
-1.39,-9.63,1.11,9.79
-1.42,-9.66,1.13,9.83
-1.41,-9.67,1.10,9.83
-1.39,-9.70,1.16,9.87
-1.40,-9.69,1.12,9.85
-1.41,-9.67,1.09,9.83
-1.40,-9.70,1.12,9.86
-1.42,-9.65,1.14,9.82
-1.42,-9.64,1.13,9.81
-1.40,-9.65,1.15,9.82
-1.38,-9.63,1.16,9.79
-1.37,-9.61,1.14,9.77
-1.34,-9.61,1.13,9.77
-1.36,-9.62,1.13,9.78
-1.38,-9.65,1.13,9.82
-1.39,-9.64,1.13,9.81
-1.41,-9.66,1.14,9.83
-1.42,-9.66,1.12,9.83
-1.44,-9.67,1.10,9.84
-1.44,-9.67,1.12,9.84
-1.39,-9.67,1.11,9.83
-1.38,-9.68,1.11,9.84
-1.40,-9.63,1.10,9.79
-1.39,-9.66,1.12,9.82
-1.38,-9.64,1.13,9.80
-1.38,-9.64,1.14,9.80
-1.39,-9.63,1.13,9.80
-1.38,-9.65,1.13,9.81
-1.37,-9.62,1.13,9.78
-1.38,-9.64,1.13,9.80
-1.36,-9.64,1.10,9.80
-1.37,-9.63,1.07,9.78
-1.41,-9.63,1.09,9.79
-1.43,-9.64,1.18,9.81
-1.46,-9.62,1.37,9.83
-1.50,-9.61,1.31,9.82
-1.38,-9.58,1.04,9.74
-1.31,-9.71,0.97,9.84
-1.32,-9.76,1.07,9.91
-1.35,-9.69,0.99,9.83
-1.41,-9.67,1.15,9.84
-1.40,-9.68,1.29,9.87
-1.39,-9.59,1.32,9.78
-1.41,-9.59,1.19,9.77
-1.42,-9.61,1.09,9.77
-1.41,-9.67,1.04,9.83
-1.40,-9.70,1.07,9.86
-1.37,-9.68,1.06,9.83
-1.35,-9.64,1.01,9.79
-1.38,-9.70,1.03,9.85
-1.38,-9.68,1.03,9.83
-1.39,-9.69,1.13,9.86
-1.41,-9.70,1.15,9.87
-1.42,-9.66,1.17,9.84
-1.42,-9.65,1.16,9.82
-1.41,-9.61,1.15,9.78
-1.40,-9.65,1.13,9.81
-1.40,-9.62,1.15,9.79
-1.40,-9.63,1.15,9.79
-1.38,-9.59,1.10,9.75
-1.38,-9.62,1.14,9.79
-1.39,-9.63,1.15,9.80
-1.42,-9.62,1.10,9.79
-1.42,-9.66,1.13,9.83
-1.43,-9.65,1.11,9.82
-1.40,-9.66,1.11,9.82
-1.42,-9.68,1.05,9.83
-1.42,-9.65,1.10,9.82
-1.40,-9.65,1.13,9.81
-1.44,-9.65,1.25,9.84
-1.40,-9.64,1.20,9.81
-1.41,-9.60,1.06,9.76
-1.43,-9.70,1.12,9.87
-1.42,-9.67,1.13,9.84
-1.43,-9.68,1.21,9.86
-1.42,-9.64,1.06,9.80
-1.40,-9.64,1.07,9.80
-1.43,-9.65,1.08,9.82
-1.42,-9.65,1.15,9.82
-1.43,-9.60,1.08,9.77
-1.42,-9.65,1.14,9.82
-1.43,-9.66,1.12,9.83
-1.42,-9.66,1.10,9.83
-1.44,-9.65,1.11,9.82
-1.45,-9.64,1.11,9.81
-1.43,-9.63,1.10,9.80
-1.42,-9.64,1.11,9.81
-1.41,-9.64,1.13,9.80
-1.42,-9.62,1.15,9.79
-1.42,-9.63,1.13,9.80
-1.43,-9.70,1.11,9.86
-1.42,-9.64,1.12,9.81
-1.43,-9.65,1.11,9.81
-1.42,-9.67,1.11,9.84
-1.43,-9.67,1.12,9.84
-1.44,-9.66,1.12,9.83
-1.43,-9.66,1.13,9.83
-1.40,-9.66,1.09,9.82
-1.40,-9.63,1.10,9.79
-1.40,-9.63,1.14,9.80
-1.40,-9.60,1.14,9.77
-1.42,-9.62,1.17,9.79
-1.40,-9.63,1.15,9.80
-1.43,-9.63,1.15,9.81
-1.42,-9.65,1.11,9.82
-1.43,-9.66,1.09,9.83
-1.38,-9.64,1.03,9.79
-1.42,-9.67,1.09,9.84
-1.43,-9.68,1.11,9.85
-1.47,-9.67,1.31,9.87
-1.45,-9.60,1.23,9.79
-1.37,-9.58,1.13,9.74
-1.32,-9.64,0.94,9.77
-1.37,-9.74,1.08,9.89
-1.33,-9.70,1.02,9.85
-1.40,-9.63,1.05,9.78
-1.41,-9.66,1.32,9.85
-1.40,-9.59,1.31,9.78
-1.48,-9.63,1.14,9.81
-1.48,-9.62,1.00,9.79
-1.47,-9.69,0.99,9.85
-1.41,-9.66,1.05,9.82
-1.39,-9.68,1.02,9.83
-1.39,-9.67,0.99,9.82
-1.41,-9.68,0.94,9.83
-1.40,-9.70,1.01,9.85
